id,car_name,brand,model,new_price,min_cost_price,max_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
3602,Mercedes-Benz M-Class,Mercedes-Benz,M-Class,,,,6,35500,Dealer,Diesel,Automatic,15.26,2143,203.2,5,2845000
3603,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.9.07-11.76 Lakh*,907000,1176000,6,72000,Dealer,Diesel,Manual,25.8,1498,98.6,5,590000
3604,Toyota Corolla,Toyota,Corolla,,,,9,90000,Dealer,Diesel,Manual,21.43,1364,138,5,525000
3605,Hyundai Santa,Hyundai,Santa,,,,10,88000,Individual,Diesel,Manual,14.66,2199,194.3,7,800000
3606,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.93-12.30 Lakh*,893000,1230000,3,37000,Dealer,Petrol,Manual,19.34,1462,103,7,825000
3607,Maruti SX4,Maruti,SX4,,,,5,44560,Dealer,Diesel,Manual,23.65,1248,88.5,5,825000
3608,Toyota Innova,Toyota,Innova,,,,8,135000,Dealer,Diesel,Manual,12.8,2494,102,7,1021000
3609,Volkswagen Vento,Volkswagen,Vento,,,,4,41000,Dealer,Petrol,Automatic,18.19,1197,103.5,5,750000
3610,Hyundai Grand,Hyundai,Grand,,,,6,85000,Dealer,Diesel,Manual,24,1120,70,5,385000
3611,Toyota Etios,Toyota,Etios,,,,8,79000,Dealer,Diesel,Manual,23.59,1364,67.04,5,515000
3612,Ford Ecosport,Ford,Ecosport,,,,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
3613,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.9.08-11.77 Lakh*,908000,1177000,6,98500,Dealer,Diesel,Manual,25.8,1498,98.6,5,500000
3614,Audi A6,Audi,A6,,,,8,56000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1700000
3615,Nissan Terrano,Nissan,Terrano,,,,6,56000,Dealer,Diesel,Manual,20.45,1461,83.8,5,665000
3616,Tata Tiago,Tata,Tiago,,,,3,10000,Individual,Diesel,Manual,27.28,1047,69,5,500000
3617,Maruti Wagon R,Maruti,Wagon R,,,,3,23000,Dealer,Petrol,Automatic,20.51,998,67,5,465000
3618,Honda Jazz,Honda,Jazz,,,,12,50000,Dealer,Petrol,Manual,16,1198,90,5,299000
3619,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.24-13.71 Lakh*,1024000,1371000,7,38000,Dealer,Diesel,Manual,22.7,1498,89.84,5,650000
3620,Skoda Superb,Skoda,Superb,New Car (On-Road Price) : Rs.36.39-39.36 Lakh*,3639000,3936000,10,62500,Dealer,Petrol,Automatic,13.7,1798,157.75,5,499000
3621,Hyundai i20,Hyundai,i20,,,,4,27000,Dealer,Petrol,Manual,17.19,1197,81.86,5,595000
3622,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,11,77000,Dealer,Petrol,Manual,20.36,1197,78.9,5,255000
3623,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.27-13.13 Lakh*,927000,1313000,7,52034,Dealer,Petrol,Manual,15.8,1499,110,5,575000
3624,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.12-6.65 Lakh*,412000,665000,5,25600,Individual,Petrol,Manual,25.17,799,53.3,5,280000
3625,Chevrolet Beat,Chevrolet,Beat,,,,9,50000,Dealer,Petrol,Manual,18.6,1199,79.4,5,169000
3626,Chevrolet Cruze,Chevrolet,Cruze,,,,8,63000,Dealer,Diesel,Manual,17.3,1998,163.7,5,425000
3627,Volkswagen Vento,Volkswagen,Vento,,,,10,76000,Dealer,Diesel,Manual,20.54,1598,103.6,5,310000
3628,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,1661000,2339000,5,92000,Dealer,Diesel,Automatic,16,2179,140,7,1235000
3629,Volkswagen Vento,Volkswagen,Vento,,,,10,78265,Dealer,Diesel,Manual,20.54,1598,103.6,5,375000
3630,Hyundai Santro,Hyundai,Santro,New Car (On-Road Price) : Rs.6.60-6.75 Lakh*,660000,675000,2,31000,Dealer,CNG,Manual,30.48,1086,58,5,540000
3631,Maruti Swift,Maruti,Swift,,,,10,80500,Dealer,Diesel,Manual,22.9,1248,74,5,400000
3632,Hyundai EON,Hyundai,EON,,,,8,111000,Individual,Petrol,Manual,21.1,814,55.2,5,285000
3633,Toyota Corolla,Toyota,Corolla,,,,5,95904,Dealer,Petrol,Automatic,14.28,1798,138.03,5,990000
3634,Maruti Swift Dzire,Maruti,Swift Dzire,,,,5,45000,Dealer,Diesel,Automatic,26.59,1248,74,5,695000
3635,Maruti Swift,Maruti,Swift,,,,13,100000,Individual,Diesel,Manual,17.8,1248,75,5,265000
3636,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.41-9.31 Lakh*,641000,931000,6,34000,Dealer,Petrol,Manual,16.1,1197,85,5,450000
3637,Maruti Swift,Maruti,Swift,,,,9,70000,Individual,Diesel,Manual,22.9,1248,74,5,499000
3638,Jaguar XF,Jaguar,XF,,,,8,44000,Dealer,Diesel,Automatic,19.33,1999,177,5,1675000
3639,Maruti Alto,Maruti,Alto,,,,12,67833,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
3640,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.70-13.19 Lakh*,1170000,1319000,4,60000,Individual,Diesel,Manual,25.5,1498,98.6,5,775000
3641,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.8.87-12.46 Lakh*,887000,1246000,6,90000,Individual,Petrol,Automatic,15.63,1499,110.4,5,530000
3642,Maruti Ertiga,Maruti,Ertiga,,,,5,72000,Dealer,Diesel,Manual,24.52,1248,88.5,7,840000
3643,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000,1699000,7,66475,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000
3644,Maruti Swift Dzire,Maruti,Swift Dzire,,,,9,82000,Dealer,Diesel,Manual,26.59,1248,74,5,481000
3645,Volkswagen Vento,Volkswagen,Vento,,,,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,725000
3646,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000,1811000,2,14000,Dealer,Diesel,Manual,22,1582,126.2,5,1125000
3647,Maruti Eeco,Maruti,Eeco,,,,7,63000,Dealer,Petrol,Manual,15.37,1196,72.42,7,295000
3648,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,705000,1073000,4,30726,Dealer,Petrol,Manual,21.1,998,100,5,659000
3649,Maruti Swift Dzire,Maruti,Swift Dzire,,,,6,180000,Individual,Diesel,Manual,26.59,1248,74,5,560000
3650,Skoda Superb,Skoda,Superb,,,,11,59000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,549000
3651,Volkswagen Vento,Volkswagen,Vento,,,,7,70462,Dealer,Diesel,Automatic,21.21,1498,103.2,5,540000
3652,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.00-6.54 Lakh*,400000,654000,3,10000,Individual,Petrol,Manual,23.01,999,67,5,375000
3653,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,705000,741000,5,48303,Dealer,Petrol,Manual,18.9,1197,82,5,455000
3654,BMW 3,BMW,3,,,,5,46000,Dealer,Diesel,Automatic,21.76,1995,188,5,2650000
3655,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.77-13.30 Lakh*,977000,1330000,6,41000,Dealer,Petrol,Manual,20.73,1373,91.1,5,600000
3656,Volkswagen Vento,Volkswagen,Vento,,,,8,90000,Individual,Diesel,Manual,20.54,1598,103.6,5,520000
3657,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.31 Lakh*,692000,1031000,9,34000,Individual,Petrol,Manual,19.1,1197,85.8,5,455000
3658,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000,1032000,3,17000,Dealer,Petrol,Manual,21.21,1197,81.8,5,705000
3659,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.41-4.56 Lakh*,341000,456000,7,40000,Individual,Petrol,Manual,22.74,796,47.3,5,230000
3660,Hyundai Xcent,Hyundai,Xcent,,,,4,70000,Individual,Diesel,Manual,25.4,1186,73.97,5,510000
3661,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.76.73-95.61 Lakh*,7673000,9561000,6,32000,Dealer,Diesel,Automatic,13,2143,204,5,2350000
3662,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000,1324000,4,51962,Dealer,Petrol,Manual,18.6,1197,81.83,5,575000
3663,Toyota Corolla,Toyota,Corolla,,,,10,99000,Dealer,Diesel,Manual,21.43,1364,87.2,5,485000
3664,Ford Fiesta,Ford,Fiesta,,,,10,84000,Dealer,Diesel,Manual,23.5,1498,90,5,295000
3665,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.36-6.72 Lakh*,536000,672000,4,18400,Dealer,Petrol,Automatic,21.63,998,67.04,5,485000
3666,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.21-6.29 Lakh*,621000,629000,8,77000,Dealer,CNG,Manual,26.6,998,58.16,5,335000
3667,Mercedes-Benz B,Mercedes-Benz,B,,,,6,80000,Dealer,Diesel,Automatic,14.8,2143,120.7,5,1381000
3668,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.46-18.65 Lakh*,1446000,1865000,6,95006,Dealer,Diesel,Manual,15.4,2523,75,9,850000
3669,Skoda Laura,Skoda,Laura,,,,10,72525,Individual,Petrol,Manual,13.4,1798,157.8,5,350000
3670,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.99-29.35 Lakh*,1999000,2935000,2,12500,Dealer,Diesel,Manual,13.68,2393,147.8,7,1750000
3671,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.13-9.66 Lakh*,913000,966000,9,43500,Dealer,Diesel,Manual,20,1399,68,5,310000
3672,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.32-13.20 Lakh*,932000,1320000,3,28015,Individual,Petrol,Manual,17,1497,121.31,5,850000
3673,Toyota Innova,Toyota,Innova,,,,12,125000,Dealer,Diesel,Manual,12.8,2494,102,8,650000
3674,Chevrolet Enjoy,Chevrolet,Enjoy,,,,8,70000,Dealer,Petrol,Manual,13.7,1399,98.82,7,295000
3675,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.5.72-8.49 Lakh*,572000,849000,4,34000,Individual,Petrol,Manual,20.89,1197,81.8,5,449000
3676,Honda City,Honda,City,,,,10,78000,Dealer,Petrol,Manual,17,1497,118,5,265000
3677,Volkswagen Polo,Volkswagen,Polo,,,,9,45710,Dealer,Petrol,Manual,16.47,1198,73.9,5,354000
3678,Maruti Swift,Maruti,Swift,,,,3,50000,Individual,Diesel,Manual,28.4,1248,74,5,685000
3679,Hyundai EON,Hyundai,EON,,,,9,40000,Individual,Petrol,Manual,21.1,814,55.2,5,200000
3680,Mahindra Scorpio,Mahindra,Scorpio,,,,1,15000,Individual,Diesel,Manual,15.4,2523,75,7,675000
3681,Maruti Vitara,Maruti,Vitara,,,,5,55275,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
3682,Toyota Innova,Toyota,Innova,,,,7,77000,Individual,Diesel,Manual,12.99,2494,100.57,7,1075000
3683,Mahindra Bolero,Mahindra,Bolero,,,,1,40000,Individual,Diesel,Manual,16.5,1493,70,7,750000
3684,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,705000,741000,4,67000,Dealer,Petrol,Manual,18.9,1197,82,5,519000
3685,Hyundai i10,Hyundai,i10,,,,10,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,230000
3686,Tata Nano,Tata,Nano,,,,5,12000,Dealer,Petrol,Manual,23.9,624,37.48,4,195000
3687,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.26-9.97 Lakh*,926000,997000,9,69000,Dealer,Diesel,Manual,20,1399,68,5,235000
3688,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.13-8.90 Lakh*,613000,890000,3,23000,Individual,Petrol,Manual,22,1197,81.8,5,750000
3689,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.5.72-8.48 Lakh*,572000,848000,4,44827,Dealer,Petrol,Manual,20.89,1197,81.8,5,495000
3690,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,540000,720000,15,64659,Dealer,Petrol,Manual,17.3,1061,64,5,110000
3691,Maruti Alto,Maruti,Alto,,,,11,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
3692,Toyota Land Cruiser,Toyota,Land Cruiser,,,,11,204983,Dealer,Diesel,Automatic,11,2982,170.3,7,2900000
3693,Ford Fiesta,Ford,Fiesta,,,,14,74500,Dealer,Petrol,Manual,16.6,1388,68,5,175000
3694,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.60-4.80 Lakh*,360000,480000,5,49000,Dealer,Petrol,Manual,22.74,796,47.3,5,300000
3695,Renault KWID,Renault,KWID,,,,4,35500,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
3696,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.47-59.46 Lakh*,5147000,5946000,6,74898,Dealer,Diesel,Automatic,18.88,1995,184,5,1600000
3697,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.4.08-6.52 Lakh*,408000,652000,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,250000
3698,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.92-10.32 Lakh*,692000,1032000,8,37000,Dealer,Petrol,Manual,19.1,1197,85.8,5,445000
3699,Audi A4,Audi,A4,,,,4,36000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,2090000
3700,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,6,40103,Dealer,Petrol,Manual,18.9,1197,82,5,440000
3701,Chevrolet Enjoy,Chevrolet,Enjoy,,,,6,47000,Individual,Petrol,Manual,13.7,1399,98.82,8,255000
3702,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.48-15.98 Lakh*,1048000,1598000,4,25000,Individual,Petrol,Automatic,18.19,1197,103.5,5,850000
3703,Toyota Innova,Toyota,Innova,,,,7,175645,Dealer,Diesel,Manual,12.8,2494,102,8,1050000
3704,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.79-19.28 Lakh*,1479000,1928000,5,56000,Individual,Diesel,Manual,15.4,2523,75,9,875000
3705,Toyota Innova,Toyota,Innova,,,,10,113200,Dealer,Diesel,Manual,12.99,2494,100.6,7,675000
3706,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,791000,1324000,7,31847,Dealer,Petrol,Manual,18.5,1197,80,5,485000
3707,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,995000,1351000,3,31000,Dealer,Petrol,Manual,20.65,1462,103.25,5,799000
3708,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.41-9.31 Lakh*,641000,931000,9,66539,Dealer,Petrol,Manual,18.6,1197,85.8,5,250000
3709,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.23-11.75 Lakh*,723000,1175000,5,49000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,650000
3710,Mahindra KUV,Mahindra,KUV,,,,4,19838,Dealer,Petrol,Manual,18.15,1198,82,6,475000
3711,Hyundai Grand,Hyundai,Grand,,,,1,5000,Dealer,Petrol,Manual,20.7,1197,81.86,5,725000
3712,Maruti Ritz,Maruti,Ritz,,,,10,74500,Dealer,Diesel,Manual,21.1,1248,73.9,5,299000
3713,Toyota Corolla,Toyota,Corolla,,,,14,47100,Dealer,Petrol,Automatic,11.3,1794,125,5,225000
3714,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.9.08-11.77 Lakh*,908000,1177000,8,119462,Dealer,Diesel,Manual,24.7,1498,98.63,5,425000
3715,Renault Scala,Renault,Scala,,,,7,60337,Dealer,Diesel,Manual,21.64,1461,84.8,5,450000
3716,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.09-6.17 Lakh*,609000,617000,3,32000,Dealer,CNG,Manual,33.54,998,67.04,5,485000
3717,Ford Ecosport,Ford,Ecosport,,,,6,78000,Dealer,Petrol,Manual,18.88,999,123.37,5,635000
3718,Tata Indica,Tata,Indica,,,,5,150000,Individual,Diesel,Manual,25,1405,69,5,170000
3719,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,540000,719000,5,70000,Individual,Petrol,Automatic,20.51,998,67,5,420000
3720,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.13-9.66 Lakh*,913000,966000,5,80000,Individual,Diesel,Manual,25.83,1498,99,5,400000
3721,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,New Car (On-Road Price) : Rs.1.69Cr-3.27 Cr*,16900000,32700000,14,50000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,800000
3722,Tata Venture,Tata,Venture,,,,9,70000,Individual,Diesel,Manual,15.42,1405,70,7,180000
3723,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000,1699000,2,20000,Dealer,Petrol,Automatic,18,1497,117.6,5,1125000
3724,Volvo S60,Volvo,S60,,,,9,50000,Dealer,Diesel,Automatic,18.5,1985,163,5,1070000
3725,Toyota Corolla,Toyota,Corolla,,,,8,170000,Dealer,Diesel,Manual,21.43,1364,87.2,5,600000
3726,Maruti Ciaz,Maruti,Ciaz,,,,4,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,625000
3727,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.62-17.79 Lakh*,1262000,1779000,2,30000,Individual,Diesel,Manual,24,1396,88.76,5,995000
3728,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.54-4.72 Lakh*,354000,472000,5,25603,Dealer,Petrol,Manual,22.74,796,47.3,5,291000
3729,Skoda Superb,Skoda,Superb,,,,5,56000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,1875000
3730,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.38-13.24 Lakh*,838000,1324000,8,52891,Dealer,Petrol,Manual,18.6,1197,81.83,5,450000
3731,Renault Scala,Renault,Scala,,,,8,147000,Individual,Diesel,Manual,21.64,1461,84.8,5,350000
3732,Hyundai i10,Hyundai,i10,,,,7,59586,Dealer,Petrol,Manual,19.81,1086,68.05,5,300000
3733,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.52.16-65.17 Lakh*,5216000,6517000,10,59000,Dealer,Diesel,Automatic,14.94,2143,204,5,925000
3734,Toyota Innova,Toyota,Innova,,,,8,135000,Dealer,Diesel,Manual,12.99,2494,100.6,8,825000
3735,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.32-20.80 Lakh*,1232000,2080000,4,61462,Dealer,Diesel,Manual,21.38,1396,88.7,5,970000
3736,Tata Indica,Tata,Indica,,,,14,183000,Individual,Diesel,Manual,17.2,1396,53.5,5,200000
3737,Maruti Swift Dzire,Maruti,Swift Dzire,,,,8,52000,Dealer,Diesel,Manual,28.4,1248,74.02,5,395000
3738,Skoda Rapid,Skoda,Rapid,New Car (On-Road Price) : Rs.8.99-15.82 Lakh*,899000,1582000,5,50000,Dealer,Petrol,Manual,15,1598,103.52,5,570000
3739,Honda Jazz,Honda,Jazz,,,,10,66000,Dealer,Petrol,Manual,16,1198,90,5,325000
3740,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,968000,1284000,11,90000,Individual,Diesel,Manual,23,1396,90,5,310000
3741,Maruti Eeco,Maruti,Eeco,,,,6,59000,Dealer,Petrol,Manual,15.1,1196,73,7,365000
3742,Hyundai i10,Hyundai,i10,,,,9,40000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,335000
3743,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.76.73-95.61 Lakh*,7673000,9561000,7,40000,Individual,Diesel,Automatic,13,2143,204,5,2070000
3744,Chevrolet Beat,Chevrolet,Beat,,,,5,35000,Individual,Petrol,Manual,18.6,1199,76.8,5,300000
3745,Tata Manza,Tata,Manza,,,,10,90000,Individual,Diesel,Manual,21.12,1248,88.8,5,350000
3746,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.59-23.37 Lakh*,1659000,2337000,5,95000,Individual,Diesel,Automatic,16,2179,140,7,875000
3747,Toyota Innova,Toyota,Innova,,,,13,85216,Dealer,Diesel,Manual,12.8,2494,102,7,465000
3748,Tata Safari,Tata,Safari,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,1485000,2141000,9,100000,Individual,Diesel,Manual,11.57,2179,138.1,7,280000
3749,Hyundai Verna,Hyundai,Verna,,,,5,100000,Individual,Diesel,Manual,23.9,1582,126.2,5,700000
3750,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.79-19.28 Lakh*,1479000,1928000,11,97000,Dealer,Diesel,Manual,10.5,2179,120,7,475000
3751,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,968000,1284000,5,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,540000
3752,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000,742000,4,7000,Individual,Petrol,Manual,18.9,1197,82,5,490000
3753,Maruti Vitara,Maruti,Vitara,,,,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,830000
3754,Maruti Swift,Maruti,Swift,,,,6,56562,Dealer,Diesel,Manual,25.2,1248,74,5,540000
3755,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.23-9.06 Lakh*,623000,906000,3,25000,Individual,Petrol,Manual,22,1197,81.8,5,550000
3756,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.23-11.75 Lakh*,723000,1175000,6,46000,Dealer,Petrol,Manual,16.47,1198,74,5,491000
3757,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,995000,1351000,6,36681,Dealer,Petrol,Manual,20.73,1373,91.1,5,611000
3758,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.58-20.53 Lakh*,1158000,2053000,5,80000,Dealer,Petrol,Manual,13,1591,121.3,5,925000
3759,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.99-10.55 Lakh*,899000,1055000,12,100000,Individual,Diesel,Manual,13.6,2523,63,7,260000
3760,Toyota Innova,Toyota,Innova,,,,6,199253,Dealer,Diesel,Manual,12.99,2494,100.6,8,1151000
3761,Land Rover Rover,Land Rover,Rover,New Car (On-Road Price) : Rs.71.93-74.56 Lakh*,7193000,7456000,5,27690,Dealer,Diesel,Automatic,12.81,1999,148.31,7,3200000
3762,Tata Safari,Tata,Safari,,,,8,120000,Individual,Diesel,Manual,14,2179,138.1,7,425000
3763,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.40-7.19 Lakh*,540000,719000,5,22756,Dealer,Petrol,Manual,21.79,998,67.05,5,421000
3764,Tata Safari,Tata,Safari,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,1485000,2141000,8,63000,Dealer,Diesel,Manual,13.93,2179,138.03,7,450000
3765,Maruti Alto,Maruti,Alto,,,,15,80000,Individual,Petrol,Manual,19.7,796,46.3,5,60000
3766,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.99-10.55 Lakh*,899000,1055000,7,86000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
3767,Skoda Rapid,Skoda,Rapid,New Car (On-Road Price) : Rs.8.98-15.51 Lakh*,898000,1551000,6,27000,Dealer,Petrol,Manual,15,1598,103.6,5,525000
3768,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,968000,1284000,3,55373,Dealer,Diesel,Manual,22.54,1396,88.73,5,750000
3769,Tata Indigo,Tata,Indigo,,,,13,51000,Individual,Petrol,Manual,14.4,1396,65,5,125000
3770,Maruti S-Cross,Maruti,S-Cross,,,,3,28000,Dealer,Diesel,Manual,25.1,1248,88.5,5,1050000
3771,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.11-20.45 Lakh*,1211000,2045000,3,22000,Dealer,Diesel,Manual,22.1,1396,88.7,5,1015000
3772,Mercedes-Benz M-Class,Mercedes-Benz,M-Class,,,,8,110000,Dealer,Diesel,Automatic,15.26,2143,203.2,5,1695000
3773,Maruti Ertiga,Maruti,Ertiga,,,,8,80000,Dealer,Diesel,Manual,20.77,1248,88.8,7,711000
3774,Maruti Swift Dzire,Maruti,Swift Dzire,,,,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,460000
3775,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,1661000,2339000,9,68420,Dealer,Diesel,Manual,15.1,2179,140,7,615000
3776,Maruti Swift Dzire,Maruti,Swift Dzire,,,,7,63000,Dealer,Diesel,Manual,23.4,1248,74,5,595000
3777,Maruti Ciaz,Maruti,Ciaz,,,,3,35000,Dealer,Diesel,Manual,26.32,1498,93.87,5,755000
3778,Volkswagen CrossPolo,Volkswagen,CrossPolo,,,,5,72815,Dealer,Diesel,Manual,20.14,1498,88.73,5,565000
3779,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.76.73-95.61 Lakh*,7673000,9561000,3,15200,Dealer,Diesel,Automatic,16.1,1950,191.7,5,4500000
3780,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.6.19 Lakh*,619000,619000,5,64850,Individual,CNG,Manual,21.94,1196,61.7,5,320000
3781,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.61-23.39 Lakh*,1661000,2339000,6,51000,Dealer,Diesel,Manual,15.1,2179,140,7,945000
3782,Hyundai i20,Hyundai,i20,,,,4,48000,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
3783,Maruti Zen,Maruti,Zen,,,,12,40000,Individual,Petrol,Manual,18.2,998,67.1,5,160000
3784,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000,1811000,10,58222,Dealer,Diesel,Manual,22.32,1582,126.32,5,421000
3785,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,3912000,4522000,9,75000,Dealer,Diesel,Manual,13,2982,168.5,7,1249000
3786,Maruti Alto,Maruti,Alto,,,,13,30008,Dealer,Petrol,Manual,19.7,796,46.3,5,175000
3787,Maruti Baleno,Maruti,Baleno,,,,3,10398,Dealer,Diesel,Manual,27.39,1248,74,5,840000
3788,Maruti Zen,Maruti,Zen,,,,13,35000,Individual,Petrol,Manual,18.2,998,67.1,5,175000
