host_response_rate,host_identity_verified,host_total_listings_count,city,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1257,15000,3,15,96.0,0,2,0.96,0
100,1,1,2,1,0,0,3,1.0,1.0,2.0,4,3038,24900,2,4,100.0,0,2,0.27,0
100,1,3,2,1,11,1,1,1.0,1.0,1.0,4,2447,7300,4,1,100.0,0,2,0.08,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,500,14500,1,105,92.0,0,2,6.38,0
80,1,2,2,0,0,0,5,1.0,2.0,2.0,4,2093,6500,4,10,84.0,0,2,1.76,1
100,1,1,2,1,0,1,4,1.0,1.0,2.0,4,878,22000,1,2,60.0,0,1,0.12,0
75,1,3,2,1,8,1,2,1.0,1.0,1.0,4,1024,6500,2,15,73.0,1,2,0.89,1
75,1,3,2,0,8,1,2,1.0,1.0,1.0,4,2517,6500,2,16,71.0,1,2,0.96,1
98,1,749,2,1,0,0,3,1.0,1.0,1.0,4,2085,16900,3,2,70.0,0,2,0.13,0
98,1,749,2,1,0,0,3,1.0,1.0,1.0,4,1858,18900,10,4,75.0,0,2,0.35,1
100,0,1,2,1,0,0,4,2.0,2.0,2.0,4,2245,42500,7,15,96.0,0,2,1.32,1
100,1,2,2,1,11,1,2,1.5,1.0,2.0,4,1773,8400,3,31,97.0,0,1,2.04,0
98,1,749,2,1,0,0,3,1.0,1.0,1.0,4,1854,23900,3,3,100.0,0,2,0.2,0
90,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2092,20000,2,22,98.0,0,2,1.4,0
0,0,1,15,1,8,0,6,3.0,3.0,6.0,4,1424,45000,1,2,100.0,0,0,0.13,0
100,1,4,2,0,0,2,2,1.0,1.0,1.0,4,2679,10000,1,10,98.0,0,2,0.6,0
100,1,2,2,1,0,0,8,2.0,4.0,4.0,4,1891,39900,2,12,95.0,0,2,0.75,1
100,1,15,2,1,0,0,8,2.0,4.0,5.0,4,1177,60000,3,56,99.0,1,2,3.7,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2531,12000,7,0,100.0,0,2,1.0,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1279,19900,2,16,97.0,1,1,1.02,1
100,1,1,2,1,0,0,4,1.0,0.0,1.0,4,3054,20000,1,40,88.0,0,0,2.5,1
92,0,1,2,1,0,1,2,1.0,1.0,1.0,4,504,18500,1,30,96.0,0,2,1.8,0
100,1,3,2,1,0,0,4,1.0,0.0,2.0,4,2963,17000,3,13,97.0,0,2,0.78,0
100,1,6,2,1,8,1,2,1.0,1.0,1.0,4,2774,12800,1,78,92.0,1,2,4.8,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,834,20000,2,18,92.0,0,2,1.08,1
100,1,13,2,1,0,0,2,1.0,1.0,1.0,4,1657,12500,1,120,96.0,1,2,7.26,1
100,1,1,2,1,0,0,3,1.0,0.0,2.0,4,2623,26900,1,4,80.0,0,1,0.26,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,485,140000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,4,0,6,2.0,2.0,2.0,4,1483,18000,3,7,100.0,0,2,0.49,0
100,1,1,2,1,4,0,5,1.0,2.0,2.0,4,289,11400,4,8,95.0,0,2,0.56,0
100,0,1,2,1,9,0,3,1.0,1.0,2.0,4,1237,14000,4,10,100.0,0,2,0.6,0
100,1,3,2,1,0,0,4,1.0,1.0,2.0,4,2973,10300,2,51,89.0,1,2,3.12,1
92,0,1,2,0,0,1,2,1.0,1.0,1.0,4,27,13900,2,27,93.0,0,0,1.8,0
100,1,1,2,1,0,0,5,1.0,3.0,3.0,4,1374,25000,3,10,96.0,0,1,0.63,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,171,12000,2,48,98.0,0,1,3.0,1
100,1,4,2,1,0,0,4,1.0,2.0,2.0,4,1188,38000,2,75,95.0,0,1,4.6,0
100,1,4,2,1,0,0,4,1.0,2.0,2.0,4,1067,32500,1,105,93.0,0,1,6.4,1
100,1,1,2,1,0,2,2,1.0,1.0,1.0,2,262,5600,1,115,95.0,0,0,7.99,1
100,1,6,2,1,8,1,2,1.0,1.0,1.0,4,2774,11800,1,29,94.0,1,2,1.81,0
100,1,9,2,1,0,0,10,2.0,5.0,7.0,4,113,22500,1,49,93.0,0,2,2.99,1
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,399,15500,1,18,83.0,0,2,1.26,1
100,1,14,2,1,8,1,1,1.5,1.0,1.0,4,336,5800,1,3,67.0,0,2,0.24,1
89,1,558,2,1,0,0,2,1.0,1.0,1.0,4,1642,24900,4,2,90.0,0,3,0.13,0
100,1,4,2,1,0,0,4,1.0,2.0,2.0,4,1067,31000,1,87,94.0,0,1,5.34,1
100,1,1,2,0,0,0,6,2.0,2.0,3.0,4,1182,60000,2,8,98.0,0,1,0.51,0
100,1,307,2,1,0,0,5,2.0,2.0,3.0,4,1364,18300,2,11,95.0,0,2,0.69,1
100,0,1,2,1,0,0,1,1.0,0.0,1.0,4,2430,13500,3,25,96.0,0,2,1.85,0
100,1,5,2,1,0,1,1,1.0,1.0,1.0,4,2957,10800,2,2,60.0,0,2,0.13,0
100,1,1,2,1,11,1,2,1.0,1.0,1.0,4,1052,9500,2,25,98.0,0,2,2.12,0
100,0,1,2,0,0,1,1,1.0,1.0,1.0,4,2844,8800,1,91,77.0,0,1,5.66,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2831,17000,4,2,90.0,0,2,0.13,0
100,0,1,2,0,0,1,1,1.0,1.0,1.0,4,3091,6500,3,68,96.0,0,1,4.29,1
100,1,1,2,1,8,1,2,1.5,1.0,1.0,4,1456,7000,2,58,97.0,1,2,3.69,0
100,1,1,2,1,0,0,3,1.0,1.0,2.0,4,3053,18000,3,14,97.0,1,1,4.67,0
98,1,749,2,1,0,0,3,1.0,1.0,1.0,4,2076,16900,3,0,100.0,0,2,1.0,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,2997,26000,1,42,97.0,0,2,2.67,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,925,18900,2,15,96.0,0,1,1.03,0
100,1,1,2,1,11,1,2,1.0,1.0,1.0,4,1444,23000,3,3,73.0,0,0,0.19,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,640,9000,2,1,100.0,0,1,0.06,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,1434,11900,14,2,100.0,0,2,0.15,0
100,1,4,2,1,1,1,2,2.0,1.0,1.0,4,178,9900,2,65,93.0,1,1,4.05,1
100,1,15,2,1,0,0,5,1.0,2.0,2.0,4,1202,25000,2,57,98.0,1,2,3.72,0
100,0,1,2,1,0,0,6,1.0,3.0,3.0,4,3058,29900,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,6,2.0,3.0,3.0,4,1383,24500,2,22,94.0,0,2,1.42,1
100,1,1,2,1,8,0,6,2.5,4.0,4.0,4,1768,35000,2,39,97.0,0,2,2.45,1
100,1,20,2,0,8,1,3,2.5,1.0,2.0,4,1529,6800,1,42,86.0,0,2,2.75,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1298,18000,2,74,97.0,0,2,4.84,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1314,19300,1,56,95.0,0,2,3.83,0
100,1,15,2,1,0,0,4,1.0,2.0,2.0,4,1946,24500,2,47,97.0,1,2,3.07,1
100,1,15,2,1,0,0,4,1.0,2.0,2.0,4,1946,18500,3,46,97.0,1,2,3.03,0
80,1,2,2,1,0,1,1,1.0,1.0,1.0,4,416,6900,1,18,96.0,0,1,1.16,0
100,1,4,2,1,0,0,2,1.0,1.0,1.0,4,1188,18500,1,82,96.0,0,1,5.34,1
90,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2918,11500,1,54,88.0,1,2,3.58,1
100,1,15,2,1,0,0,5,1.5,2.0,2.0,4,1946,37500,3,62,98.0,1,2,4.08,0
100,0,3,2,0,0,1,2,1.0,1.0,1.0,4,264,10500,1,184,88.0,0,1,11.48,1
100,1,1,7,0,0,0,6,1.0,2.0,2.0,4,2395,21200,2,63,91.0,1,1,4.06,1
100,1,1,2,1,11,1,2,1.0,1.0,1.0,4,1377,15500,1,100,98.0,0,1,6.32,1
100,1,4,2,0,0,0,2,1.0,2.0,1.0,4,5,14900,1,8,90.0,0,2,0.5,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1594,8000,1,4,90.0,0,1,0.34,0
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,1841,27900,3,14,90.0,0,1,1.11,1
100,1,3,2,1,8,1,2,2.5,1.0,1.0,4,141,6500,1,17,92.0,0,0,1.32,0
100,1,1,2,1,8,1,4,1.0,1.0,2.0,4,2707,7500,2,1,100.0,0,0,0.07,0
100,1,3,2,1,8,0,12,2.5,4.0,7.0,4,1408,48000,1,19,97.0,0,0,1.44,0
100,1,2,2,1,4,0,3,1.0,1.0,1.0,4,2690,18000,1,23,90.0,0,2,1.53,1
100,0,1,2,1,0,0,3,1.0,1.0,1.0,4,2268,18500,1,0,100.0,0,0,1.0,0
100,0,2,2,1,0,0,2,1.0,0.0,1.0,4,1527,14000,5,0,100.0,0,0,1.0,0
100,1,2,2,1,4,1,2,1.5,1.0,1.0,4,1772,7500,3,41,100.0,0,1,2.57,0
100,0,3,2,1,0,1,2,1.0,1.0,1.0,4,1984,20000,3,2,100.0,0,2,0.13,0
100,1,1,2,0,8,0,8,1.0,3.0,5.0,4,2999,15000,3,21,88.0,0,0,1.58,1
100,1,1,2,1,9,0,4,1.0,1.0,1.0,4,2734,8500,1,27,97.0,0,1,4.43,1
75,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1199,18000,2,33,87.0,0,1,2.1,0
100,1,2,2,1,0,1,1,1.0,1.0,1.0,4,2613,17500,2,59,95.0,0,2,3.77,0
100,1,4,2,1,1,1,2,1.0,1.0,1.0,4,376,6000,1,8,95.0,0,2,0.52,1
100,1,1,2,1,0,0,4,1.0,0.0,2.0,4,555,19500,3,3,80.0,0,1,0.21,0
100,1,11,2,1,0,0,4,1.0,1.0,1.0,4,1183,20000,1,25,95.0,0,2,1.66,1
60,0,1,2,1,0,0,2,1.0,1.0,1.0,4,535,15000,30,34,91.0,0,0,2.24,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,830,15000,1,31,85.0,0,1,1.97,1
96,1,313,2,1,0,0,5,2.0,2.0,2.0,4,2075,60300,3,3,93.0,0,1,0.21,0
92,1,2,2,1,0,0,2,1.0,1.0,1.0,4,2935,15500,1,24,93.0,0,2,1.73,0
100,1,6,2,1,0,1,2,1.0,1.0,1.0,4,998,21700,2,21,99.0,0,2,1.37,0
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,100,17800,1,24,98.0,0,2,1.76,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2198,9800,1,4,70.0,0,0,0.27,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,3091,4800,1,0,100.0,0,0,1.0,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,3091,137200,1,0,100.0,0,0,1.0,0
100,1,2,2,1,0,1,2,2.0,1.0,1.0,4,1221,15900,1,80,98.0,0,2,6.42,0
60,0,1,2,1,0,0,2,1.0,0.0,1.0,4,556,14000,2,58,95.0,0,2,3.76,1
90,1,1,2,1,4,0,10,2.0,5.0,6.0,4,583,38300,3,20,94.0,0,2,1.28,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,1282,8000,25,0,100.0,0,2,1.0,0
100,0,1,2,1,0,1,2,0.0,1.0,1.0,4,850,6000,1,1,100.0,0,0,0.06,0
100,0,1,2,1,0,0,4,1.0,1.0,3.0,4,1328,35000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,931,15000,1,0,100.0,0,0,1.0,0
92,0,4,2,1,8,2,2,1.0,1.0,1.0,4,806,7500,5,14,97.0,1,0,0.9,0
100,1,2,2,1,0,1,2,1.0,1.0,2.0,4,509,24500,1,0,100.0,0,1,1.0,0
100,1,1,2,0,0,1,1,1.0,1.0,1.0,4,22,10000,1,5,100.0,0,2,2.34,0
95,1,1,2,1,4,1,1,1.0,1.0,1.0,4,895,5500,1,30,92.0,0,0,1.93,0
50,1,1,2,0,0,0,3,1.0,1.0,1.0,4,2842,17500,1,9,98.0,0,0,0.58,0
100,0,1,2,1,4,1,2,1.0,1.0,1.0,2,1347,7000,1,55,93.0,0,1,3.53,0
100,1,1,2,1,0,0,3,1.0,2.0,2.0,4,1190,15000,1,19,93.0,0,2,1.47,1
100,1,1,2,0,0,0,2,1.0,0.0,1.0,4,3091,17500,2,14,89.0,0,1,1.0,0
100,1,5,2,1,8,0,10,1.5,5.0,6.0,4,114,70000,4,10,91.0,1,2,0.73,0
100,0,1,2,1,8,0,2,2.0,3.0,3.0,4,1485,15000,3,0,100.0,0,0,1.0,0
100,1,4,2,1,0,0,2,1.0,1.0,1.0,4,1188,18000,1,85,97.0,0,1,6.0,0
100,1,2,2,1,0,0,2,1.0,0.0,1.0,4,2866,16000,2,85,96.0,0,2,5.69,0
100,0,1,2,0,0,0,5,1.5,2.0,3.0,4,1949,25000,1,56,95.0,0,1,3.89,1
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,1841,27900,3,10,84.0,0,1,0.82,0
100,1,3,2,1,0,1,1,1.0,1.0,1.0,4,345,4500,3,25,97.0,0,2,4.03,0
70,1,1,2,1,0,1,2,1.0,1.0,1.0,4,634,11000,2,5,96.0,0,0,0.32,0
100,1,7,2,1,8,0,8,2.0,3.0,8.0,4,1344,45000,3,4,80.0,0,2,0.31,0
100,1,1,2,1,0,0,3,1.0,1.0,2.0,4,2549,18500,1,14,95.0,0,2,0.91,0
96,1,313,2,1,0,0,5,2.0,2.0,3.0,4,1841,60300,3,12,88.0,0,1,0.79,1
100,0,3,2,1,0,1,2,1.0,1.0,1.0,4,2209,18000,2,0,100.0,0,2,1.0,0
100,1,3,2,1,0,0,6,1.0,2.0,4.0,4,1446,16800,2,23,89.0,1,1,5.61,0
100,1,3,2,1,0,0,5,1.0,1.0,2.0,4,1349,13000,2,66,90.0,1,1,4.25,1
95,1,8,2,0,0,1,2,2.0,1.0,2.0,4,2879,15000,1,74,97.0,0,1,4.81,1
100,0,1,2,1,0,1,1,2.0,1.0,1.0,4,1739,6500,1,0,100.0,0,2,1.0,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,3,3024,8800,1,8,98.0,1,0,4.71,0
100,1,2,2,0,0,0,2,1.0,1.0,1.0,4,2755,12900,1,28,96.0,0,0,2.06,1
100,1,2,2,0,0,1,2,1.0,1.0,1.0,4,2693,7500,2,50,91.0,0,1,3.23,1
100,1,2,2,0,0,0,4,2.0,2.0,2.0,4,1953,20000,1,8,90.0,0,1,0.53,1
100,0,3,11,1,0,0,3,2.0,2.0,2.0,4,2036,100000,200,0,100.0,0,2,1.0,0
100,1,15,2,1,0,0,8,2.0,4.0,4.0,4,1202,50000,3,10,98.0,0,2,0.85,0
90,1,1,28,1,0,1,2,1.0,1.0,1.0,4,670,10500,2,23,93.0,0,1,1.69,0
100,0,1,2,1,8,0,9,2.0,3.0,5.0,4,971,100000,2,1,100.0,0,0,0.12,0
100,1,4,19,1,4,1,2,1.0,1.0,1.0,4,1398,12000,1,5,100.0,0,2,0.39,0
100,1,1,2,1,0,1,2,1.0,1.0,2.0,4,370,5500,3,24,89.0,1,2,1.6,0
100,1,17,2,1,0,0,3,1.0,1.0,2.0,4,1333,12500,2,30,88.0,0,2,2.12,0
100,1,3,2,1,8,1,2,1.0,1.0,1.0,0,592,6500,1,14,90.0,0,2,2.9,0
100,1,2,2,1,0,0,2,1.0,1.0,1.0,4,2821,14900,2,0,100.0,0,1,1.0,0
100,1,2,2,1,4,1,1,1.0,1.0,1.0,4,196,8400,1,158,98.0,1,1,10.28,1
100,1,1,2,1,0,0,4,1.5,2.0,2.0,4,1718,29500,2,23,100.0,0,0,1.6,0
80,1,1,2,1,0,0,3,1.0,1.0,2.0,4,43,20000,2,16,98.0,0,2,1.08,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,743,21000,1,11,89.0,0,2,0.77,0
96,1,313,2,1,0,0,3,1.0,1.0,2.0,4,2075,24600,3,2,100.0,0,1,0.15,0
98,1,22,2,1,0,0,4,1.0,1.0,2.0,4,1932,25900,2,7,93.0,0,2,0.54,0
98,0,3,2,1,0,1,1,1.0,1.0,1.0,4,824,12500,1,27,85.0,0,1,4.66,1
100,1,1,11,1,0,0,4,1.0,1.0,2.0,4,1629,20000,4,6,90.0,0,1,0.47,0
100,1,4,2,1,0,1,2,1.0,1.0,1.0,4,2501,6500,1,1,100.0,0,0,0.07,0
100,1,1,2,0,0,1,1,1.0,1.0,1.0,4,3081,9600,1,30,93.0,0,0,2.03,0
0,0,1,2,0,0,1,1,1.0,1.0,1.0,4,366,6500,1,1,100.0,0,1,0.08,0
100,1,6,28,0,0,1,2,1.0,1.0,1.0,4,2881,6500,3,25,86.0,0,1,1.66,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,0,1262,20000,1,0,100.0,0,0,1.0,0
100,0,1,2,1,0,0,4,1.0,2.0,2.0,4,683,14500,2,18,94.0,0,2,1.22,0
100,1,1,2,1,0,1,4,1.0,1.0,2.0,4,2542,10000,2,46,97.0,0,1,3.03,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,2867,23900,1,85,95.0,0,2,5.67,1
100,1,7,2,1,0,0,2,1.0,0.0,2.0,4,526,9900,1,121,71.0,1,0,8.01,1
98,1,749,2,1,0,0,3,1.0,1.0,1.0,4,2063,16900,3,0,100.0,0,2,1.0,0
100,1,52,2,1,0,0,2,1.0,1.0,1.0,4,1003,15000,7,2,90.0,0,2,0.13,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,13700,7,0,100.0,0,2,1.0,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,15000,7,0,100.0,0,2,1.0,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1004,15000,7,3,87.0,0,2,0.23,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,14700,7,0,100.0,0,2,1.0,0
100,0,1,1,1,0,1,1,1.0,1.0,1.0,4,807,6000,15,1,40.0,0,2,0.07,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,15000,7,0,100.0,0,2,1.0,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1002,15000,7,3,67.0,0,2,0.27,0
100,1,3,2,0,8,1,1,1.0,1.0,2.0,4,952,6500,1,4,80.0,0,2,0.84,0
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,519,11300,1,17,88.0,0,2,1.16,1
100,1,2,2,1,8,1,2,1.0,1.0,1.0,4,84,8900,1,53,95.0,0,2,3.53,1
100,1,1,2,1,0,1,2,2.0,1.0,1.0,4,962,8000,1,31,97.0,0,1,2.06,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2871,24900,1,1,100.0,0,0,0.08,0
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,2938,14900,2,35,97.0,0,1,2.39,1
100,1,6,25,1,0,1,2,1.0,1.0,1.0,4,1160,6500,3,9,84.0,0,1,0.65,0
100,1,6,25,1,0,1,2,1.0,1.0,1.0,4,2582,6500,1,18,83.0,0,1,1.23,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1815,31900,3,1,100.0,0,2,0.11,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1814,31900,3,2,70.0,0,2,0.14,1
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,1256,21500,2,27,96.0,0,2,1.88,1
100,1,1,2,0,4,1,2,1.0,1.0,1.0,4,1080,13900,1,1,80.0,0,1,0.94,1
100,1,1,2,0,0,0,5,2.0,2.0,2.0,4,982,28000,2,0,100.0,0,2,1.0,0
100,1,1,2,1,0,2,1,1.0,1.0,1.0,2,2191,7200,1,17,92.0,0,1,1.19,1
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,13700,7,0,100.0,0,2,1.0,0
100,1,8,1,1,8,1,2,2.0,1.0,1.0,4,1513,7000,1,35,93.0,1,0,3.42,0
31,1,2,2,0,0,0,2,1.0,1.0,1.0,4,3090,10000,3,29,85.0,0,2,1.97,1
100,1,7,2,1,8,0,8,2.5,4.0,6.0,4,1350,55000,4,6,85.0,1,2,0.56,0
90,1,3,2,1,0,0,4,2.0,2.0,3.0,4,1820,50000,3,3,90.0,0,0,0.25,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1801,19900,3,1,100.0,0,2,0.08,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,13700,7,1,80.0,0,2,0.28,1
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1004,15000,7,4,85.0,0,2,0.35,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,852,4500,1,1,40.0,0,0,0.07,0
100,0,1,2,1,8,1,2,1.0,1.0,1.0,4,3014,6000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,5,1.5,2.0,3.0,4,3002,20000,2,11,100.0,0,2,0.75,0
100,0,1,7,1,0,0,2,1.0,1.0,1.0,4,512,10800,7,0,100.0,0,0,1.0,0
100,1,2,2,1,0,1,1,1.0,1.0,1.0,4,195,8400,1,133,96.0,1,1,9.32,1
80,1,4,2,1,0,1,1,1.0,1.0,1.0,4,299,6500,1,7,89.0,0,0,0.47,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1004,15000,7,6,100.0,0,2,0.62,0
100,1,9,2,1,0,0,7,1.0,3.0,4.0,4,1491,19900,1,24,88.0,0,2,1.83,1
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1004,16000,7,7,97.0,0,2,0.72,1
100,1,1,2,1,4,0,4,1.0,2.0,2.0,4,2185,22500,2,24,96.0,0,2,1.66,0
100,1,1,2,1,0,1,2,1.0,1.0,2.0,4,2044,19000,1,1,100.0,0,2,0.07,0
79,1,18,2,1,0,1,2,1.0,1.0,1.0,4,847,6800,1,3,40.0,0,2,0.21,0
100,0,1,2,0,0,1,1,1.0,1.0,1.0,4,1085,6000,1,0,100.0,0,0,1.0,0
90,1,1,2,1,4,1,2,1.0,1.0,1.0,4,1232,25000,1,21,100.0,0,2,1.56,1
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1003,16000,7,7,83.0,0,2,0.5,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,1222,19900,4,6,97.0,0,2,0.43,0
100,1,1,2,1,4,0,2,1.0,1.0,1.0,4,2780,17000,2,8,100.0,0,1,0.57,0
90,1,1,2,1,8,0,2,1.0,1.0,1.0,4,2748,22500,2,7,100.0,0,2,0.5,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,545,23000,1,2,100.0,0,2,0.14,0
100,0,1,2,1,0,0,4,2.0,2.0,2.0,4,2510,25000,1,1,100.0,0,1,1.0,0
100,0,1,2,1,0,1,2,1.0,1.0,2.0,4,1070,17500,1,16,96.0,0,0,1.29,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,1799,12000,1,1,80.0,0,2,0.07,0
100,1,4,2,1,0,0,4,1.0,1.0,2.0,4,1067,26500,1,101,93.0,0,1,7.05,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2843,6900,6,7,93.0,0,0,0.48,0
100,0,12,2,1,4,0,1,1.0,0.0,1.0,4,671,17500,5,5,92.0,0,2,0.36,0
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,2561,25000,1,21,77.0,0,2,1.44,1
100,1,1,2,1,9,0,4,1.5,1.0,1.0,4,1427,13000,1,12,100.0,0,1,0.82,0
100,1,6,2,0,0,0,8,1.0,2.0,2.0,4,2715,17900,1,34,83.0,1,1,2.33,1
100,0,1,2,1,0,0,4,1.0,2.0,2.0,4,1175,20000,2,3,100.0,0,0,0.89,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1808,31900,3,1,100.0,0,2,0.18,0
100,1,2,9,1,0,1,2,1.0,1.0,1.0,4,968,11000,1,87,98.0,0,2,7.07,1
90,1,1,2,1,0,1,1,1.0,1.0,2.0,4,2499,9000,1,5,85.0,1,0,0.35,0
100,1,3,2,1,8,1,1,1.0,1.0,1.0,4,2530,7300,4,1,100.0,0,2,0.1,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,1099,25000,2,10,95.0,0,2,0.69,0
100,1,1,2,1,11,0,4,2.5,2.0,2.0,4,1523,57500,2,19,99.0,0,2,1.35,0
100,0,1,1,0,0,1,2,1.0,1.0,1.0,4,177,8800,1,2,100.0,0,1,1.25,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2929,20000,3,28,93.0,1,1,1.96,1
91,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1178,8800,1,20,95.0,0,2,1.38,0
50,1,2,2,1,8,1,2,2.0,1.0,1.0,4,502,7300,1,19,99.0,0,1,1.35,1
100,1,1,2,1,0,0,4,1.5,2.0,2.0,4,2595,25000,2,0,100.0,0,2,1.0,0
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,1563,39900,1,13,92.0,0,1,0.9,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,510,30000,2,1,100.0,0,1,0.08,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,1194,15000,1,97,92.0,0,2,6.77,1
93,0,2,2,1,0,1,2,2.0,1.0,1.0,4,2207,8000,1,2,100.0,0,1,0.15,0
89,1,1,2,1,0,0,3,1.0,1.0,1.0,4,562,11500,7,22,79.0,0,0,1.56,1
31,1,2,2,0,0,0,2,1.0,1.0,1.0,4,3091,10000,3,3,93.0,0,0,0.23,0
100,0,1,2,1,4,0,6,3.0,3.0,3.0,4,1489,59900,2,0,100.0,0,1,1.0,0
100,0,1,2,0,0,0,4,1.5,2.0,2.0,4,1233,20000,1,6,90.0,0,0,0.44,0
100,1,1,2,1,0,0,3,1.0,0.0,2.0,4,2183,11000,1,60,95.0,0,1,4.18,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2261,15000,2,16,94.0,0,2,1.14,0
100,0,1,2,1,0,0,3,1.0,1.0,1.0,4,2023,18000,1,6,97.0,0,2,1.02,0
100,0,1,34,0,8,1,1,1.0,1.0,1.0,2,3091,5000,1,1,100.0,0,0,0.07,0
100,1,1,2,1,8,1,1,2.0,1.0,1.0,2,748,3900,1,1,100.0,1,2,0.08,0
100,1,1,2,1,0,1,2,1.0,1.0,2.0,4,1266,6000,18,0,100.0,0,1,1.0,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,2,152,20000,1,8,95.0,0,0,0.57,1
100,1,3,2,1,0,0,4,1.0,2.0,2.0,4,1209,15000,3,14,96.0,0,1,1.0,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,24,22500,1,2,100.0,0,0,0.14,0
100,1,1,0,1,8,1,1,1.0,1.0,1.0,4,2195,3500,1,2,50.0,0,0,0.14,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2995,8500,1,0,100.0,0,0,1.0,0
100,1,1,2,0,0,0,4,1.0,2.0,2.0,4,228,19500,2,15,97.0,0,1,1.04,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,697,13000,3,1,100.0,0,0,0.11,0
100,1,3,2,1,8,1,1,1.0,1.0,1.0,4,1515,4900,5,10,98.0,0,2,0.72,0
