number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,average price,special requests,booking_status,Meal Plan 1,Meal Plan 2,Meal Plan 3,Not Selected,Room_Type 1,Room_Type 2,Room_Type 3,Room_Type 4,Room_Type 5,Room_Type 6,Room_Type 7,Aviation,Complementary,Corporate,Offline,Online
2,0,1,2,0,302,100.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,12,156.0,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,3,0,254,100.3,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,2,159.0,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,10,103.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,1,56.47,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,60,156.6,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,3,0,193,93.09,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,131,80.75,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,83,79.2,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,102,150.45,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,3,58.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,5,89.0,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,29,105.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,11,92.4,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,126,90.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,164,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,33,63.58,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,74,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,5,175.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,6,159.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,191,71.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,3,0,81,108.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,32,73.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,6,79.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,54,57.93,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,154,100.8,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,29,156.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,1,0,23,129.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,4,0,109,68.72,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,102,80.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,97,64.98,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,101.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,7,150.15,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,2,2,0,103,99.45,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,33,97.71,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,127,105.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,124,105.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,85,143.1,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,10,107.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,2,0,29,89.93,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,2,102.7,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,122,86.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,112,120.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,3,0,12,182.33,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,208,80.75,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,40,126.3,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,2,0,43,20.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,2,5,0,215,212.06,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,12,142.33,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,76,64.6,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,113,85.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,28,141.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,7,103.18,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,1,124.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,1,69,140.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,1,0,301,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,4,0,190,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,3,70.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,381,78.55,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,1,71.84,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,1,0,55.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0,1,3,0,57,158.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,230,119.85,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,12,109.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,64,118.8,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,37,143.1,2,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,11,88.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,30,76.1,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,56,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,91,126.9,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,64,138.24,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,231,63.75,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,103,107.55,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,237,147.3,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,192,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,12,160.2,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,109,81.25,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,40,88.2,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,17,85.47,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,53,89.1,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,43,146.33,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,58,116.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,73,38.67,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,1,76,98.25,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,317,120.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,188,135.9,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,248,90.95,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,64,130.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,21,124.25,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,24,117.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,113,85.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,1,2,0,71,198.9,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,1,3,0,13,84.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,0,3,0,88,143.1,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,27,108.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,2,4,0,68,135.15,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,13,87.78,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,1,60.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,21,101.15,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,8,80.27,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,111,82.45,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,11,160.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,8,149.0,3,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,30,135.9,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,184,122.4,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,14,124.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,20,187.0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,110,94.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,106,80.75,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,1,0,34,170.4,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,98,79.2,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,92,100.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,47,105.5,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,70,95.0,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,317,120.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,75,80.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,14,105.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,14,105.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,130,139.5,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,1,0,247,115.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,75,79.2,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,64,65.36,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,59,123.3,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,1,84.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,29,77.6,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,2,2,0,60,105.4,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,273,87.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,29,90.95,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,2,0,292,115.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,49,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,41,81.77,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,26,147.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,2,1,0,32,198.9,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,1,0,32,136.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,1,2,0,222,110.7,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,6,0,9,62.58,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,60,102.68,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,1,0,109,108.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,3,0,12,90.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,109,76.5,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,224,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,90.71,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,37,95.4,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,11,88.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,3,0,88,136.06,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,50,52.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,12,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,74,101.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,105,82.45,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,101,61.5,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2,1,0,35,98.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,3,0,94,138.25,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,38,76.23,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,308,78.3,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,30,94.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,3,66.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,221,80.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,35,89.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,26,114.67,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,18,91.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,27,141.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,213,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,13,90.95,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,88,112.2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,125,68.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,3,75.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,1,2,4,0,109,73.74,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,140,118.8,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,3,67.5,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,98,79.2,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,256,124.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,13,62.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,6,0.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,91,118.8,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,0,0,0,57,0.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,110.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,1,0,34,149.4,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,87,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,173,52.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,2,0,167,137.7,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,219,108.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,5,0,126,111.35,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,1,2,0,33,127.05,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,45,80.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,103,168.3,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,4,0,25,96.9,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,68,60.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,2,1,0,24,88.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,11,122.33,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,116,137.7,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,3,72.07,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,103,84.58,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,13,140.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,2,0,1,0,44,259.2,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,54,85.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,111.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,5,1.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,153,108.45,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,56,120.38,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,59,85.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,14,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,0,23,84.7,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,75,115.85,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,11,81.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,34,117.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,19,55.32,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,41,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,17,82.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,0,14,182.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,12,131.5,3,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,54,81.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,191,132.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,53,81.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,109,89.4,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,37,135.9,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,119,112.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,1,3,0,46,124.1,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,292,90.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,26,121.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,301,52.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,37,89.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,4,0,7,138.0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,0,129.0,0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,1,168,132.3,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,1,11,90.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,6,0,107,140.25,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,1,3,0,77,187.85,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,1,0,219,108.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,6,54.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,54,73.5,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,172,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,8,81.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,100,108.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,95,90.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,36,82.7,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,2,89.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,69,92.28,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,140,105.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,12,112.42,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,3,0,14,114.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,1,2,0,34,194.85,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,5,0,349,80.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,68,116.1,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,3,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,0,3,0,172,125.1,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,159,82.44,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,16,111.75,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,166,110.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,377,90.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,36,135.9,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,3,106.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,275,90.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,16,2.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,2,3,0,11,79.05,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,1,22,139.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
