Idade;Anos_experiencia;Renda;Familia;Educacao;Hipoteca;Cartao_credito;Emprestimo_pessoal
31;5;18,0;4;Graduated;0;1;0
27;1;99,0;1;Advanced/Professional;149;1;1
55;29;62,0;3;Graduated;0;0;0
54;30;24,0;1;Graduated;0;0;0
23;0;13,0;4;Undergrad;84;0;0
54;28;64,0;2;Advanced/Professional;0;0;0
57;33;62,0;3;Undergrad;240;0;0
41;15;158,0;1;Graduated;0;1;1
28;4;88,0;1;Undergrad;0;0;0
33;7;28,0;4;Undergrad;0;0;0
51;27;52,0;2;Advanced/Professional;0;0;0
28;4;82,0;4;Undergrad;0;1;0
63;37;140,0;2;Undergrad;97;1;0
29;4;80,0;1;Graduated;0;1;0
62;38;58,0;4;Graduated;228;1;0
51;25;180,0;1;Undergrad;0;0;0
52;28;55,0;1;Graduated;227;0;0
43;16;65,0;3;Graduated;100;0;0
39;12;62,0;3;Graduated;0;0;0
35;9;23,0;4;Undergrad;0;0;0
34;10;35,0;1;Undergrad;0;0;0
49;24;35,0;4;Graduated;0;1;0
43;18;74,0;4;Undergrad;0;0;0
48;24;14,0;3;Undergrad;0;0;0
30;4;83,0;2;Advanced/Professional;199;1;0
46;21;71,0;4;Advanced/Professional;0;0;0
43;17;53,0;2;Undergrad;130;0;0
27;3;103,0;2;Undergrad;84;0;0
39;15;109,0;1;Undergrad;0;0;0
58;33;60,0;2;Graduated;94;0;0
44;17;12,0;3;Graduated;0;0;0
39;15;141,0;2;Undergrad;0;0;0
35;10;128,0;1;Undergrad;0;0;0
41;16;98,0;3;Undergrad;296;0;0
43;18;41,0;1;Advanced/Professional;0;0;0
55;25;90,0;2;Advanced/Professional;0;1;0
32;6;31,0;1;Undergrad;0;0;0
56;26;74,0;1;Advanced/Professional;0;0;0
30;5;83,0;4;Advanced/Professional;0;1;0
65;39;35,0;1;Advanced/Professional;0;0;0
31;7;140,0;1;Undergrad;0;1;0
41;15;65,0;3;Advanced/Professional;0;0;0
55;29;35,0;3;Undergrad;0;0;0
37;7;73,0;4;Advanced/Professional;0;1;0
34;10;29,0;1;Graduated;0;0;0
34;9;55,0;4;Graduated;147;1;0
33;9;20,0;4;Graduated;0;0;0
48;23;70,0;1;Graduated;0;0;0
28;3;81,0;4;Undergrad;0;0;0
30;4;25,0;2;Undergrad;0;0;0
44;20;119,0;2;Undergrad;239;0;0
61;35;49,0;4;Graduated;185;0;0
59;33;38,0;1;Undergrad;0;1;0
33;7;80,0;2;Advanced/Professional;0;1;0
56;32;84,0;1;Undergrad;0;1;0
53;29;61,0;4;Graduated;0;0;0
42;16;173,0;2;Graduated;373;1;1
43;19;60,0;2;Undergrad;0;0;0
35;9;83,0;2;Advanced/Professional;0;0;0
61;35;59,0;1;Graduated;0;0;0
39;9;32,0;3;Advanced/Professional;116;0;0
61;37;33,0;3;Advanced/Professional;0;0;0
40;15;19,0;4;Advanced/Professional;0;0;0
34;8;14,0;4;Undergrad;0;0;0
65;39;94,0;4;Undergrad;120;1;1
40;16;154,0;2;Undergrad;325;0;0
39;15;33,0;1;Graduated;0;0;0
61;35;28,0;2;Advanced/Professional;135;0;0
40;16;44,0;1;Undergrad;0;0;0
49;23;81,0;2;Advanced/Professional;0;0;0
43;18;29,0;1;Advanced/Professional;0;0;0
45;21;58,0;3;Advanced/Professional;0;0;0
52;28;38,0;4;Graduated;0;1;0
32;8;82,0;3;Undergrad;0;1;0
31;7;18,0;1;Advanced/Professional;0;0;0
27;2;45,0;2;Graduated;0;1;0
33;9;64,0;4;Undergrad;0;0;0
65;40;48,0;3;Undergrad;0;1;0
62;37;24,0;1;Advanced/Professional;0;0;0
55;25;65,0;4;Advanced/Professional;0;0;0
46;20;111,0;1;Undergrad;329;0;0
37;12;114,0;3;Graduated;0;0;0
60;35;39,0;2;Advanced/Professional;0;0;0
44;14;19,0;1;Advanced/Professional;0;1;0
35;9;22,0;3;Graduated;0;1;0
52;28;49,0;4;Graduated;0;0;0
30;4;40,0;1;Undergrad;0;0;0
62;36;63,0;1;Undergrad;118;0;0
41;15;55,0;1;Undergrad;0;0;0
38;14;33,0;1;Graduated;0;0;0
52;26;31,0;4;Advanced/Professional;0;0;0
48;24;24,0;4;Undergrad;0;0;0
47;22;81,0;4;Advanced/Professional;0;1;0
41;17;81,0;1;Graduated;223;0;0
44;20;113,0;2;Undergrad;0;1;0
31;6;92,0;2;Undergrad;0;0;0
50;25;81,0;1;Undergrad;0;0;0
36;11;101,0;3;Advanced/Professional;0;1;0
52;26;78,0;3;Graduated;0;1;0
62;38;78,0;2;Advanced/Professional;0;0;0
55;30;35,0;1;Graduated;118;1;0
61;37;9,0;2;Advanced/Professional;0;0;0
34;7;82,0;4;Graduated;0;1;0
34;9;41,0;1;Advanced/Professional;0;0;0
59;35;84,0;1;Advanced/Professional;0;0;0
41;17;42,0;4;Graduated;185;0;0
33;8;54,0;3;Undergrad;0;1;0
55;30;84,0;2;Advanced/Professional;0;0;0
64;40;131,0;1;Undergrad;0;0;0
44;19;85,0;2;Advanced/Professional;0;0;0
32;8;84,0;4;Undergrad;0;0;0
67;41;114,0;4;Advanced/Professional;0;0;0
40;14;61,0;3;Advanced/Professional;0;0;0
57;31;39,0;1;Advanced/Professional;0;1;0
59;35;21,0;2;Undergrad;120;0;0
43;17;111,0;4;Advanced/Professional;0;0;1
58;34;68,0;2;Undergrad;113;0;0
50;23;179,0;4;Graduated;0;0;1
52;27;93,0;4;Graduated;0;1;1
35;9;85,0;2;Undergrad;0;0;0
40;15;180,0;1;Undergrad;0;0;0
31;5;110,0;2;Advanced/Professional;0;0;0
32;8;65,0;1;Undergrad;268;0;0
55;31;159,0;1;Advanced/Professional;0;0;1
43;19;81,0;2;Undergrad;0;0;0
31;6;132,0;1;Undergrad;0;0;0
26;0;44,0;1;Graduated;0;0;0
58;33;98,0;1;Undergrad;0;0;0
51;25;62,0;2;Graduated;0;1;0
45;21;91,0;1;Undergrad;0;0;0
56;30;29,0;4;Graduated;87;0;0
25;0;101,0;4;Advanced/Professional;0;1;0
38;13;65,0;3;Graduated;0;0;0
62;36;58,0;1;Graduated;0;1;0
39;13;32,0;2;Advanced/Professional;0;0;0
56;30;140,0;4;Undergrad;292;0;1
50;25;44,0;1;Undergrad;187;1;0
52;27;113,0;1;Advanced/Professional;0;0;0
53;28;38,0;1;Graduated;0;0;0
25;0;13,0;4;Undergrad;0;0;0
44;20;62,0;2;Undergrad;0;0;0
42;12;29,0;3;Advanced/Professional;0;0;0
42;16;141,0;3;Graduated;0;0;1
63;37;132,0;1;Graduated;0;0;1
57;32;23,0;1;Advanced/Professional;0;1;0
56;32;11,0;2;Undergrad;89;0;0
60;34;90,0;4;Graduated;0;0;0
62;38;43,0;1;Graduated;0;0;0
48;22;59,0;4;Undergrad;0;1;0
37;11;28,0;2;Advanced/Professional;0;0;0
55;29;28,0;2;Graduated;82;1;0
42;17;108,0;3;Undergrad;383;0;0
39;13;78,0;1;Advanced/Professional;0;0;0
47;22;65,0;1;Undergrad;0;0;0
34;10;25,0;4;Undergrad;0;0;0
48;23;108,0;2;Advanced/Professional;0;1;0
52;27;43,0;4;Graduated;0;0;0
53;29;95,0;4;Graduated;0;1;0
49;25;24,0;1;Undergrad;0;0;0
47;22;190,0;2;Undergrad;0;0;0
48;24;24,0;1;Advanced/Professional;0;0;0
38;13;41,0;4;Undergrad;0;0;0
48;22;80,0;3;Undergrad;0;0;0
56;26;63,0;3;Advanced/Professional;0;0;0
65;41;79,0;3;Advanced/Professional;0;0;0
46;20;105,0;4;Undergrad;0;0;1
60;35;153,0;3;Advanced/Professional;0;1;1
50;25;114,0;1;Undergrad;0;1;0
41;15;120,0;1;Undergrad;0;0;0
41;16;104,0;1;Advanced/Professional;0;1;0
60;35;20,0;1;Undergrad;0;0;0
57;31;41,0;1;Undergrad;0;0;0
48;23;35,0;2;Undergrad;0;0;0
53;27;174,0;1;Graduated;0;0;1
42;18;164,0;1;Advanced/Professional;0;1;1
45;20;22,0;1;Undergrad;0;0;0
35;10;132,0;1;Undergrad;82;1;0
34;9;32,0;4;Advanced/Professional;0;0;0
67;42;21,0;3;Advanced/Professional;0;1;0
36;9;49,0;2;Graduated;0;1;0
37;13;79,0;4;Graduated;280;0;0
40;14;30,0;2;Advanced/Professional;86;0;0
35;10;118,0;2;Undergrad;358;0;0
60;34;11,0;4;Advanced/Professional;0;0;0
59;29;61,0;3;Advanced/Professional;0;0;0
35;9;43,0;4;Graduated;0;0;0
27;1;141,0;4;Advanced/Professional;354;0;1
29;3;54,0;4;Advanced/Professional;0;0;0
35;9;33,0;2;Undergrad;0;0;0
38;13;84,0;3;Advanced/Professional;121;1;0
62;37;125,0;1;Advanced/Professional;0;0;1
43;19;110,0;1;Undergrad;0;1;0
35;11;14,0;4;Undergrad;0;1;0
41;15;65,0;2;Undergrad;0;1;0
65;41;78,0;3;Advanced/Professional;0;1;0
61;35;18,0;3;Advanced/Professional;0;0;0
55;25;95,0;2;Advanced/Professional;275;0;0
28;3;95,0;2;Graduated;0;0;0
52;26;191,0;1;Undergrad;0;0;0
34;4;19,0;1;Advanced/Professional;83;0;0
49;23;19,0;4;Advanced/Professional;0;1;0
42;18;39,0;1;Advanced/Professional;0;0;0
49;23;93,0;1;Undergrad;0;1;0
49;23;115,0;3;Advanced/Professional;0;0;1
32;6;112,0;1;Graduated;408;1;0
59;35;40,0;4;Undergrad;0;0;0
43;19;45,0;3;Graduated;0;0;0
48;24;133,0;1;Undergrad;0;0;0
31;5;85,0;3;Undergrad;87;1;0
30;4;18,0;2;Graduated;0;0;0
58;34;54,0;4;Graduated;0;0;0
41;15;41,0;2;Graduated;105;0;0
38;8;21,0;1;Advanced/Professional;0;0;0
33;9;152,0;1;Undergrad;0;1;0
51;27;53,0;1;Graduated;0;0;0
45;18;163,0;3;Graduated;0;1;1
34;10;84,0;4;Graduated;0;0;0
39;13;59,0;3;Advanced/Professional;199;0;0
44;18;33,0;3;Graduated;0;0;0
55;29;81,0;4;Undergrad;209;0;0
28;2;182,0;3;Graduated;442;1;1
57;31;61,0;1;Advanced/Professional;0;0;0
43;18;88,0;4;Graduated;0;0;0
46;21;170,0;2;Undergrad;0;0;0
35;10;83,0;4;Advanced/Professional;315;0;0
25;0;44,0;4;Graduated;0;1;0
65;41;83,0;3;Advanced/Professional;0;0;0
64;38;21,0;1;Graduated;76;1;0
39;15;143,0;1;Undergrad;0;1;0
62;36;103,0;2;Undergrad;0;0;0
46;22;135,0;3;Undergrad;213;0;1
36;11;162,0;1;Undergrad;153;0;0
42;17;73,0;4;Undergrad;0;0;0
35;10;142,0;4;Advanced/Professional;0;0;1
63;37;25,0;2;Advanced/Professional;0;0;0
45;21;115,0;2;Undergrad;85;0;0
27;3;88,0;3;Undergrad;238;0;0
29;3;73,0;3;Advanced/Professional;0;0;0
55;29;94,0;1;Advanced/Professional;221;0;0
32;7;58,0;1;Undergrad;0;0;0
37;11;81,0;3;Graduated;0;1;0
25;0;113,0;4;Advanced/Professional;0;0;0
41;16;35,0;2;Graduated;135;0;0
52;28;65,0;1;Undergrad;0;1;0
31;6;170,0;2;Undergrad;137;0;0
40;14;62,0;2;Graduated;0;1;0
54;29;54,0;2;Advanced/Professional;97;0;0
48;22;39,0;1;Graduated;0;0;0
39;15;28,0;1;Advanced/Professional;118;1;0
64;40;95,0;2;Advanced/Professional;0;1;0
54;29;82,0;3;Graduated;0;0;1
39;14;21,0;1;Advanced/Professional;101;0;0
55;30;50,0;2;Advanced/Professional;0;0;0
42;12;34,0;3;Advanced/Professional;0;1;0
58;32;19,0;4;Advanced/Professional;0;0;0
45;21;71,0;4;Undergrad;0;0;0
29;5;113,0;2;Graduated;84;1;0
36;11;9,0;4;Advanced/Professional;0;0;0
63;37;118,0;1;Undergrad;427;0;0
55;29;79,0;4;Undergrad;0;0;0
54;24;72,0;3;Advanced/Professional;0;1;0
61;36;18,0;1;Undergrad;0;0;0
36;12;93,0;2;Undergrad;0;1;0
61;37;62,0;1;Graduated;244;0;0
39;12;23,0;3;Graduated;0;1;0
57;31;40,0;3;Advanced/Professional;0;1;0
35;10;34,0;4;Undergrad;87;1;0
66;41;114,0;1;Advanced/Professional;0;1;0
49;23;125,0;1;Undergrad;0;1;0
48;23;41,0;1;Advanced/Professional;0;1;0
61;35;38,0;2;Advanced/Professional;0;0;0
44;19;45,0;4;Graduated;0;1;0
23;0;12,0;4;Undergrad;90;0;0
31;5;115,0;2;Advanced/Professional;189;0;0
39;15;175,0;2;Undergrad;0;0;0
45;21;24,0;1;Advanced/Professional;0;0;0
39;14;28,0;2;Graduated;108;1;0
64;38;32,0;2;Undergrad;0;1;0
64;38;63,0;2;Advanced/Professional;184;0;0
47;23;32,0;1;Undergrad;0;1;0
34;9;60,0;4;Undergrad;0;0;0
56;31;53,0;2;Advanced/Professional;78;0;0
33;8;58,0;4;Undergrad;0;0;0
56;29;42,0;4;Graduated;0;0;0
57;31;39,0;4;Graduated;0;0;0
43;17;72,0;1;Undergrad;271;0;0
43;17;80,0;3;Undergrad;0;1;0
26;1;39,0;4;Graduated;0;1;0
64;40;18,0;2;Advanced/Professional;0;1;0
43;18;30,0;1;Advanced/Professional;0;0;0
44;18;54,0;1;Undergrad;202;0;0
60;35;128,0;1;Undergrad;0;0;0
37;13;38,0;1;Graduated;116;1;0
56;32;120,0;1;Undergrad;186;0;0
54;29;25,0;4;Advanced/Professional;109;0;0
43;18;85,0;4;Advanced/Professional;110;1;0
57;32;135,0;3;Graduated;0;0;1
29;4;14,0;4;Advanced/Professional;0;1;0
54;30;70,0;1;Advanced/Professional;251;1;0
61;37;23,0;3;Graduated;0;0;0
29;3;31,0;4;Graduated;0;0;0
47;21;132,0;1;Undergrad;0;0;0
43;19;28,0;3;Undergrad;0;1;0
46;22;125,0;2;Advanced/Professional;0;0;1
55;31;91,0;2;Undergrad;0;0;0
48;23;191,0;2;Undergrad;231;1;0
26;1;88,0;2;Graduated;0;0;0
63;37;84,0;4;Advanced/Professional;0;1;0
57;27;64,0;3;Advanced/Professional;142;0;0
58;33;28,0;2;Graduated;146;0;0
28;3;149,0;1;Undergrad;0;0;0
61;37;172,0;4;Undergrad;0;1;1
65;41;42,0;1;Graduated;0;0;0
33;6;53,0;2;Graduated;96;1;0
63;37;149,0;2;Advanced/Professional;364;0;1
43;19;113,0;2;Graduated;0;1;0
26;2;79,0;2;Undergrad;0;0;0
57;31;175,0;2;Undergrad;429;1;0
50;25;38,0;1;Advanced/Professional;0;0;0
54;27;120,0;4;Graduated;431;0;1
59;34;52,0;4;Undergrad;0;0;0
49;24;42,0;2;Graduated;0;0;0
54;30;13,0;1;Undergrad;0;0;0
65;39;141,0;2;Undergrad;0;0;0
34;10;131,0;2;Undergrad;156;1;0
31;6;133,0;1;Advanced/Professional;0;0;1
31;6;64,0;2;Undergrad;0;0;0
64;39;49,0;2;Undergrad;0;0;0
52;26;34,0;1;Advanced/Professional;0;0;0
57;33;91,0;1;Undergrad;81;0;0
60;36;195,0;1;Undergrad;0;0;0
45;18;53,0;3;Graduated;112;0;0
39;13;39,0;2;Advanced/Professional;0;0;0
25;1;20,0;4;Undergrad;0;1;0
29;4;104,0;4;Advanced/Professional;0;1;0
40;15;51,0;2;Graduated;131;0;0
36;12;154,0;3;Undergrad;0;0;1
33;9;38,0;1;Undergrad;115;0;0
51;27;12,0;2;Undergrad;0;1;0
35;9;28,0;1;Advanced/Professional;0;1;0
54;28;33,0;2;Advanced/Professional;0;0;0
29;2;31,0;4;Graduated;0;0;0
32;8;44,0;1;Graduated;192;0;0
37;13;49,0;4;Advanced/Professional;192;0;0
55;31;134,0;2;Undergrad;0;0;0
30;6;182,0;4;Advanced/Professional;94;0;1
49;23;114,0;1;Undergrad;286;0;0
51;26;90,0;1;Graduated;0;1;0
65;39;105,0;4;Advanced/Professional;0;0;0
32;8;58,0;3;Undergrad;90;0;0
29;3;53,0;4;Advanced/Professional;0;0;0
46;20;15,0;4;Advanced/Professional;0;0;0
64;39;103,0;1;Advanced/Professional;0;1;0
27;1;58,0;4;Graduated;154;1;0
50;23;83,0;1;Graduated;0;1;0
33;9;125,0;1;Advanced/Professional;0;0;1
38;12;61,0;3;Advanced/Professional;0;0;0
38;11;69,0;3;Graduated;0;0;0
37;11;89,0;1;Advanced/Professional;0;0;0
46;20;70,0;4;Undergrad;0;1;0
31;4;39,0;2;Graduated;0;0;0
35;9;41,0;4;Graduated;0;0;0
50;26;148,0;2;Undergrad;508;0;0
45;21;38,0;3;Graduated;148;0;0
30;6;95,0;1;Advanced/Professional;146;1;1
60;36;129,0;2;Undergrad;0;0;0
31;5;84,0;4;Graduated;0;0;0
60;35;29,0;3;Graduated;0;0;0
36;10;30,0;2;Advanced/Professional;0;0;0
64;40;90,0;2;Advanced/Professional;134;0;0
29;4;150,0;1;Undergrad;0;1;0
58;33;15,0;4;Graduated;0;0;0
59;34;13,0;4;Graduated;0;0;0
58;33;9,0;2;Advanced/Professional;0;0;0
35;10;24,0;4;Advanced/Professional;0;0;0
43;17;41,0;3;Graduated;0;0;0
33;7;25,0;4;Undergrad;0;1;0
54;28;49,0;4;Graduated;0;0;0
38;12;58,0;3;Advanced/Professional;128;1;0
38;12;141,0;2;Undergrad;0;1;0
57;32;50,0;4;Undergrad;211;0;0
34;10;61,0;3;Undergrad;0;1;0
52;27;65,0;1;Undergrad;0;1;0
50;24;112,0;1;Undergrad;229;0;0
60;34;19,0;3;Advanced/Professional;0;0;0
26;0;23,0;1;Graduated;0;0;0
56;30;60,0;1;Advanced/Professional;0;0;0
39;15;30,0;4;Undergrad;0;1;0
45;20;144,0;4;Undergrad;210;0;1
30;5;118,0;4;Advanced/Professional;0;0;1
37;11;194,0;2;Undergrad;0;0;0
45;19;109,0;3;Undergrad;0;0;0
48;22;174,0;1;Undergrad;0;0;0
65;40;34,0;1;Advanced/Professional;119;1;0
46;20;84,0;3;Graduated;0;0;0
40;16;41,0;1;Graduated;0;1;0
33;7;92,0;3;Undergrad;0;0;0
40;10;19,0;1;Advanced/Professional;116;0;0
60;35;55,0;3;Graduated;172;0;0
51;27;22,0;4;Graduated;0;1;0
41;16;155,0;1;Undergrad;0;0;0
37;13;72,0;4;Advanced/Professional;0;0;0
35;9;81,0;1;Graduated;0;0;0
35;11;30,0;1;Undergrad;0;1;0
46;20;54,0;4;Undergrad;189;1;0
60;34;60,0;3;Undergrad;0;0;0
51;25;68,0;1;Graduated;0;0;0
31;5;65,0;4;Graduated;126;0;0
30;6;31,0;3;Graduated;142;0;0
32;8;169,0;1;Advanced/Professional;272;0;1
53;27;139,0;1;Advanced/Professional;0;0;1
33;7;29,0;1;Advanced/Professional;0;0;0
40;15;43,0;2;Graduated;0;1;0
57;33;80,0;2;Undergrad;0;1;0
51;26;43,0;1;Graduated;123;0;0
30;4;194,0;2;Undergrad;0;1;0
41;15;24,0;2;Advanced/Professional;0;0;0
54;29;32,0;2;Advanced/Professional;0;1;0
42;18;153,0;3;Undergrad;416;0;1
30;6;30,0;1;Advanced/Professional;0;1;0
60;36;165,0;3;Undergrad;0;1;1
56;30;64,0;3;Graduated;0;1;0
63;38;15,0;4;Graduated;83;0;0
56;30;70,0;3;Graduated;0;0;0
39;9;32,0;3;Advanced/Professional;0;0;0
29;5;128,0;2;Graduated;209;0;1
28;2;84,0;1;Advanced/Professional;102;1;0
41;16;62,0;2;Advanced/Professional;0;1;0
28;4;33,0;3;Graduated;0;1;0
49;25;65,0;1;Undergrad;0;0;0
30;3;33,0;4;Graduated;85;0;0
63;37;15,0;1;Graduated;115;0;0
45;18;45,0;3;Graduated;0;0;0
40;15;132,0;2;Undergrad;0;0;0
28;4;29,0;3;Graduated;0;0;0
62;38;65,0;1;Graduated;0;0;0
38;12;52,0;2;Graduated;147;0;0
32;7;64,0;2;Undergrad;0;1;0
58;32;73,0;2;Advanced/Professional;224;1;0
33;3;20,0;1;Advanced/Professional;0;0;0
60;34;44,0;2;Undergrad;192;0;0
34;8;79,0;1;Undergrad;0;0;0
38;14;104,0;2;Graduated;79;0;0
44;20;88,0;1;Undergrad;0;0;0
56;26;51,0;3;Advanced/Professional;0;0;0
37;11;61,0;3;Graduated;0;0;0
45;19;23,0;2;Advanced/Professional;91;1;0
44;20;38,0;2;Advanced/Professional;95;0;0
37;13;75,0;3;Graduated;0;0;0
47;21;42,0;4;Undergrad;0;1;0
51;25;45,0;4;Undergrad;0;1;0
63;38;59,0;3;Graduated;0;0;0
61;31;130,0;2;Advanced/Professional;0;0;1
43;18;9,0;2;Advanced/Professional;96;1;0
41;15;62,0;3;Advanced/Professional;0;0;0
59;35;202,0;1;Undergrad;553;0;0
29;5;162,0;1;Undergrad;0;1;0
32;6;93,0;3;Undergrad;79;0;0
64;39;145,0;1;Undergrad;0;0;0
50;25;99,0;1;Undergrad;368;1;1
35;11;148,0;1;Advanced/Professional;0;0;1
34;10;154,0;3;Graduated;0;0;1
58;34;149,0;2;Undergrad;0;1;0
41;15;69,0;1;Advanced/Professional;78;0;0
37;11;30,0;2;Undergrad;146;0;0
35;8;48,0;2;Graduated;0;0;0
45;20;42,0;1;Advanced/Professional;0;0;0
53;29;132,0;2;Undergrad;403;0;0
53;27;81,0;3;Graduated;193;0;0
54;29;60,0;4;Graduated;0;1;0
28;3;45,0;4;Graduated;95;0;0
58;28;70,0;1;Advanced/Professional;0;0;0
47;21;71,0;4;Undergrad;0;0;0
24;0;28,0;4;Advanced/Professional;0;0;0
27;1;83,0;2;Undergrad;0;1;0
42;18;131,0;1;Undergrad;0;1;0
50;26;82,0;1;Undergrad;0;1;0
41;16;79,0;1;Advanced/Professional;225;0;0
46;21;51,0;4;Advanced/Professional;0;0;0
46;20;111,0;2;Undergrad;0;1;0
51;25;93,0;1;Undergrad;0;0;0
59;35;73,0;4;Advanced/Professional;0;0;0
58;33;24,0;2;Graduated;0;0;0
37;11;64,0;3;Graduated;0;0;0
39;14;104,0;3;Undergrad;242;0;0
47;22;38,0;4;Advanced/Professional;0;0;0
51;26;191,0;1;Undergrad;0;0;0
64;34;53,0;4;Advanced/Professional;0;1;0
59;35;74,0;4;Advanced/Professional;0;0;0
55;29;21,0;4;Advanced/Professional;0;0;0
57;32;80,0;3;Advanced/Professional;144;1;0
59;33;41,0;4;Undergrad;174;0;0
42;17;79,0;1;Advanced/Professional;0;1;0
34;9;141,0;3;Graduated;260;0;1
41;14;32,0;3;Graduated;0;1;0
43;13;38,0;3;Advanced/Professional;0;0;0
53;29;85,0;3;Graduated;0;0;0
47;21;93,0;2;Advanced/Professional;107;0;0
49;23;140,0;1;Advanced/Professional;0;1;1
35;9;69,0;4;Graduated;0;1;0
52;27;32,0;2;Graduated;0;1;0
53;28;61,0;4;Undergrad;177;0;0
48;22;125,0;1;Undergrad;0;0;0
35;8;30,0;4;Graduated;0;0;0
52;26;104,0;2;Graduated;0;1;0
60;35;24,0;1;Undergrad;0;0;0
33;7;22,0;1;Graduated;0;0;0
38;12;59,0;2;Graduated;0;0;0
29;4;120,0;1;Graduated;0;1;1
35;9;164,0;2;Undergrad;500;0;0
26;2;60,0;4;Undergrad;0;1;0
48;24;43,0;3;Graduated;0;0;0
43;19;70,0;3;Undergrad;0;0;0
60;35;51,0;2;Undergrad;0;0;0
27;3;59,0;4;Undergrad;0;0;0
38;13;129,0;4;Advanced/Professional;75;0;1
40;15;22,0;2;Graduated;0;1;0
38;14;29,0;4;Graduated;0;0;0
50;25;18,0;1;Advanced/Professional;0;0;0
38;13;65,0;3;Advanced/Professional;0;0;0
34;9;65,0;4;Undergrad;0;1;0
42;16;38,0;1;Undergrad;0;0;0
60;34;110,0;2;Undergrad;0;0;0
62;37;22,0;1;Graduated;111;0;0
59;33;43,0;2;Undergrad;0;1;0
49;25;30,0;4;Undergrad;0;0;0
49;23;134,0;2;Undergrad;0;0;0
36;11;32,0;3;Undergrad;0;0;0
33;9;139,0;1;Undergrad;0;0;0
43;17;45,0;2;Undergrad;0;0;0
53;27;62,0;3;Graduated;0;0;0
57;31;51,0;4;Graduated;103;0;0
53;27;93,0;1;Advanced/Professional;313;0;0
60;35;122,0;1;Undergrad;0;0;0
34;10;45,0;1;Undergrad;0;0;0
51;26;179,0;1;Undergrad;0;0;0
36;12;64,0;3;Undergrad;205;1;0
63;39;41,0;2;Undergrad;0;0;0
37;13;58,0;2;Advanced/Professional;0;1;0
57;33;64,0;4;Undergrad;0;0;0
52;27;28,0;3;Graduated;0;0;0
38;8;21,0;1;Advanced/Professional;0;0;0
61;35;60,0;1;Graduated;0;0;0
31;5;78,0;2;Undergrad;0;1;0
39;13;59,0;3;Advanced/Professional;0;0;0
38;12;59,0;3;Advanced/Professional;0;1;0
46;22;83,0;4;Graduated;0;1;0
48;22;128,0;1;Undergrad;0;0;0
58;33;95,0;1;Undergrad;0;0;0
50;25;160,0;4;Advanced/Professional;410;0;1
67;41;78,0;4;Advanced/Professional;0;0;0
36;11;184,0;2;Graduated;0;0;1
30;4;30,0;3;Undergrad;0;0;0
58;33;51,0;2;Advanced/Professional;123;0;0
43;18;35,0;1;Advanced/Professional;0;0;0
31;1;74,0;4;Advanced/Professional;0;0;0
37;11;43,0;4;Graduated;0;0;0
49;22;23,0;2;Graduated;0;1;0
27;1;20,0;4;Undergrad;99;0;0
50;25;112,0;1;Undergrad;0;0;0
46;20;74,0;3;Graduated;0;1;0
49;23;65,0;2;Advanced/Professional;232;1;0
29;5;124,0;2;Undergrad;0;1;0
55;29;65,0;3;Undergrad;0;0;0
61;37;73,0;3;Advanced/Professional;285;0;0
45;19;8,0;2;Advanced/Professional;0;1;0
33;8;53,0;3;Undergrad;76;0;0
63;39;131,0;3;Advanced/Professional;229;0;1
32;6;13,0;4;Undergrad;0;1;0
42;17;60,0;1;Undergrad;98;0;0
51;27;45,0;1;Graduated;82;0;0
44;20;39,0;2;Advanced/Professional;119;0;0
33;6;78,0;4;Graduated;0;0;0
39;13;43,0;3;Advanced/Professional;0;0;0
56;30;31,0;2;Undergrad;109;1;0
28;3;118,0;3;Graduated;161;0;1
43;17;82,0;3;Undergrad;0;0;0
30;6;112,0;3;Undergrad;0;0;0
34;8;10,0;1;Graduated;0;0;0
26;1;18,0;2;Advanced/Professional;95;0;0
58;32;72,0;3;Graduated;0;0;0
43;19;72,0;4;Advanced/Professional;0;0;0
40;14;78,0;1;Undergrad;0;0;0
54;30;78,0;3;Graduated;0;0;0
44;19;30,0;1;Advanced/Professional;0;0;0
54;28;45,0;3;Undergrad;0;1;0
39;14;80,0;2;Undergrad;0;0;0
59;35;174,0;1;Undergrad;0;1;0
53;29;51,0;2;Advanced/Professional;0;0;0
32;8;181,0;1;Undergrad;0;1;0
40;14;78,0;4;Graduated;194;1;0
54;29;79,0;3;Advanced/Professional;0;0;0
27;3;119,0;1;Undergrad;118;0;0
63;39;49,0;4;Graduated;109;1;0
26;0;83,0;3;Graduated;0;0;1
33;7;100,0;1;Graduated;126;0;0
43;19;70,0;3;Undergrad;0;0;0
57;32;52,0;3;Graduated;0;0;0
26;2;12,0;4;Undergrad;0;0;0
55;30;82,0;4;Advanced/Professional;219;1;0
30;4;34,0;2;Graduated;0;1;0
63;37;112,0;4;Advanced/Professional;0;1;0
55;25;42,0;3;Advanced/Professional;0;0;0
35;11;83,0;2;Undergrad;0;0;0
45;21;142,0;1;Graduated;0;0;1
47;23;199,0;2;Undergrad;0;0;0
31;4;29,0;4;Graduated;121;1;0
56;26;70,0;3;Advanced/Professional;273;1;0
49;24;25,0;2;Advanced/Professional;0;0;0
53;27;84,0;2;Undergrad;0;0;0
62;36;81,0;3;Undergrad;0;1;0
63;37;15,0;2;Undergrad;0;0;0
26;0;54,0;3;Advanced/Professional;0;0;0
59;35;108,0;4;Graduated;304;0;1
